sid,doming,propellering2,propellering,total_displacement
7057245,0.2739482149917651,0.6957465928517298,0.49850617870477454,3.60123399128396
7112120,0.015271770431403608,0.42786511870881067,0.9603959188240081,8.78424729114008
4314193,0.5383982432133783,0.3465369288125941,0.796402736891163,3.400662993165234
7025050,0.024126027989504438,0.21346805508907515,0.016106604074851198,18.194939671870348
4129874,0.4363252634637425,0.25067409241990657,0.8069618762272615,12.509785687766945
4117088,0.7040052722480336,0.36800973668038284,0.12384355478664538,25.28214432713477
2001288,0.012379608984494257,0.878346570581564,0.4810829125153577,8.787631142229227
4345735,0.11927860974552151,0.03210693984254806,0.9043362562595251,11.836760299580424
7710183,0.0018149286173460804,0.984929715367124,0.3491724240545039,13.878280542812638
2208334,0.1646618471294428,0.8613089582612278,0.28167011187338375,10.157301142463607
4116362,0.09060513871788882,0.9932230167713972,0.26013023373563904,10.402485977197367
4105082,0.022618306304246823,0.9607233586685243,0.07760902819455846,11.698324835595955
4086593,0.12496528886064759,0.1537108215850333,0.004394949111096905,7.754158211375731
4322303,0.0004106143283561519,0.9147894508367298,0.2151603211064038,10.653111445374389
4322639,0.10609140199672279,0.8637386073167608,0.3178371125794334,6.146574195783317
7108943,0.5643332239431317,0.7824191275368068,0.07543057830683923,11.271311035194035
4107513,0.4229320900840663,0.8832113049767778,0.003660602871077525,3.6541576952549026
2013262,0.003784733813368059,0.597486059386695,0.9024626085272784,7.887594062055459
7111790,,,,0.0
7208118,0.003913284976406698,0.49412220500576604,0.9479162857981338,10.272037487673307
4331566,0.02345427165268958,0.909812606525924,0.3574906941640626,12.378763239936976
4335943,0.007843773665062842,0.3979055526095135,0.8090500808851488,9.907982800476443
1503510,0.4557024385337226,0.16726568867462666,0.8439738921549534,1.8142374270021835
4322782,0.01683917980619264,0.292376794960414,0.9672373154389227,12.0516553997681
7223226,0.05510120418666835,0.23224302016550616,0.47519714841933913,10.180992595097946
4350205,0.007847775900542262,0.9200878886255683,0.5644908626741,2.9743321659922795
4313887,0.09803562618649825,0.3515631502854351,0.5083355074923196,7.506166828373617
4304892,0.2573681154587112,0.15314228274892044,0.7225704425508577,10.061592996523553
4067835,0.0813307114352631,0.7412683120207931,0.5019126820030573,11.89783427215661
4127591,0.10191088262707591,0.1986523587203991,0.5288307282216483,17.125425561533692
4074296,0.07926935062105162,0.06979111123399974,0.9567162719010134,12.801813735881728
7121561,0.11691815250014231,0.2613720091257914,0.6317157693839639,18.801877379898364
2229724,0.0007252008525883303,0.7813509705311509,0.28015072650022904,6.916112540815721
1507880,0.2460866902330041,0.013574976459112716,0.9289662282683964,10.89573026147149
4078822,0.12629780194597462,0.2523742377131882,0.5669067727201156,14.00294343204776
2006429,0.0011805490212926882,0.5943675635663459,0.37495120388227526,114.85298444931763
4320457,0.3360104928674426,0.3603172300385796,0.1405334986904761,17.902167730376277
2203577,0.2583399785239779,0.8522348628810733,0.29030168732269473,5.912196106683577
1560499,0.22818177295462738,0.8435268366350424,0.09912961196306462,12.7505040805811
1506812,0.0007248221770404168,0.9694183083771698,0.420032817627133,4.162911356287386
4317821,0.545356785317874,0.4838061509077272,0.7409747304420368,4.020050095668205
7013355,0.07114790021233021,0.794305469584583,0.732538115355603,11.270195672388017
1506810,0.01330972520492159,0.2973722511542292,0.8669788983669992,7.622846907553443
4309131,0.03959400811768313,0.9349475391453058,0.4154720799859863,12.198973488178368
7100291,0.10639773514526289,0.6788374879253182,0.5824989098227793,7.962985771660912
1516045,0.4095039717722987,0.6985096946048789,0.41706477225141503,10.238048667245966
7040691,0.0039607864773948676,0.4348544140077547,0.9672341328013728,0.028555237382959224
4066807,0.08357584370730764,0.04537289182848832,0.0007789570596509959,20.954042437610386
7101481,0.09816743942837883,0.054809105300319565,0.8461552966362059,13.898154930642166
4083904,0.02665008663860776,0.8669576817077701,0.23801736518552524,12.407480221015776
4332606,0.0036961357644792734,0.07851645539502299,0.9605731613682126,10.127930598603244
7045053,0.0009499586984144469,0.851114840074,0.3463355792096855,9.57750482127136
4322359,0.11745187176026965,0.16768188850127927,0.9858771977445755,4.857069984259493
4069330,0.47157841402349515,0.7432053835796749,0.29498763412079765,13.390267307769733
4115599,0.3068138930707704,0.0707160576926276,0.9573116548469335,6.256614793024047
4308791,,,,0.0
4346514,0.002742538739885174,0.48196444620787415,0.7634603812432552,3.076417521431242
7022268,0.4691880868224514,0.8552485718526619,0.07016119965713317,7.1104394965924005
4322645,0.0019755800446807376,0.9780470528560519,0.3913397422777765,11.030524945448292
7101300,0.020573017966804406,0.5232997873009627,0.6800572310266073,13.960231988998174
7029612,0.1164895749345946,0.908657082686728,0.5761125279000464,0.30467339537005295
7011680,0.07285703108144045,0.22723338042174648,0.5869227549572643,9.012852952751013
4083905,0.19419505627458722,0.8713697867395278,0.5859309355384844,9.538728284709636
7107598,0.03366728331396556,0.47147713251461526,0.767696561985809,11.50962281776636
4132809,0.9999920050766818,0.0001601092726508169,0.048823040470116735,0.4272791927721264
4032497,0.105866093671024,0.40797385420076243,0.383880846950879,22.525706411283064
4323740,0.0038670567071077003,0.05540213254324298,0.988530271641032,0.2643860872497138
1549368,0.0930580128161769,0.28076600667923773,0.9255134388175372,11.57589488130219
4516286,0.08475779963020592,0.4195271560445276,0.7913836188107515,10.576277579847961
7027060,0.13296459555894116,0.07175916229058318,0.9871922843058727,2.578516687085907
7108133,0.0033624864203423577,0.3950281759315957,0.8180288386489039,9.415511335510631
2239043,0.09895023051362174,0.9788250235267913,0.3636334017050496,5.999269860356832
7038120,0.0034899539220125905,0.19622824525329174,0.9216027412233851,9.148000780704256
7707446,0.0028924994867636764,0.43156508898659907,0.7960248564284126,10.641516896694162
1556871,0.08757209699636263,0.9842134143654144,0.048589033368175466,8.11284818333243
7126171,0.24716426066252054,0.5874050568120561,0.6271680208604951,9.847901747705558
4030369,0.63477711173447,0.47716292258209825,0.6608923507775009,5.379806273938759e-17
4067837,0.4066919071132514,0.5389890622470547,0.5975442453764397,3.2967905934987076
7103688,0.003985281459105749,0.38356736017161747,0.9796761642897929,0.24353725013424504
4323747,0.12406152844108326,0.4734105876218142,0.2255613419547829,20.69742484566087
2021487,0.1184776575122133,0.3601642832965569,0.7919194129072862,16.659253087410374
4318631,0.003530063479832444,0.16476576674049484,0.9281606356611705,10.49107587557774
4060552,0.017026573653892485,0.9964010964865697,0.24474693658813707,10.931157599789744
7045057,0.0039003655988326105,0.5024987592986944,0.9435883476596271,13.900918231594519
4340787,0.11224063337048444,0.7203951262957715,0.1011239887443925,12.671609360632758
4132331,0.7579421141080129,0.5612263251386932,0.46852577856178235,9.109172675807775
2203899,0.026642826341527173,0.8396925333107799,0.6639023085932894,11.440626738683346
2011833,0.0033164653967261166,0.2759964529326535,0.8865043367708938,9.882205289099652
2235990,0.07976322151375279,0.9624374401033758,0.40285475270471305,9.023405589450757
4106211,0.0016956733654101591,0.9919857599779685,0.31763909347181796,7.450918707351545e-18
7218169,0.003473321184722529,0.7381892189602892,0.8054817627423886,5.070839035819246
4305490,0.0026342018685604467,0.5135705670349955,0.7394402999130121,9.64232724768227
2001529,0.012716147751431713,0.13975317913829743,0.1444667606451679,23.5654248981185
4115598,0.311881203853061,0.946263597872353,0.12060398534451698,6.28730922065399
2205785,0.003441338928015238,0.7482107500228514,0.7960516944519364,8.943088882083002
1556869,0.6205478215013136,0.1476462162338461,0.45299071455807377,84.18082542811878
7231910,0.001106848649479942,0.6856529205813734,0.36691156065139163,5.793232560290904
4314004,0.0007470987897469346,0.9921631816473206,0.07350872826141573,8.913688533575293
7029526,0.0033656681455673837,0.254245541525642,0.8965628724068513,10.654579793060035
4311126,0.020715313350126587,0.9310289812188336,0.448302342108386,10.762095528924224
4341728,0.10014431718467455,0.05160079221057329,0.7904975003730145,11.997135717485902
2229055,0.3460894616568225,0.6790670174543868,0.41375889615863565,12.126856749776337
4348562,0.048304936616027236,0.2384859202074576,0.9875240050022613,6.659563624395369
7713179,0.0018306341607043728,0.5501581566277138,0.7527674700545224,12.534777162184914
2231371,0.20804404829960896,0.7708118948196251,0.4282330179802475,8.201173362229008
4320534,0.00167408434283047,0.7356796408057072,0.5188680727967154,8.838185517624089
7034891,0.0013513237462186923,0.7913186149259865,0.44246769217933196,9.077926171223302
1555361,0.003023961509976777,0.852001327093623,0.6762195972747874,12.37311808736604
7236605,0.8672485737097698,0.03815343193426565,0.5301686884205596,22.845763748889862
4319666,0.004805438372756115,0.951797825462513,0.1119429733218278,7.597810492550903
4078251,0.05711907108472269,0.5491151427396207,0.6915859568229792,12.853284171923324
7107530,0.6122650549271142,0.6714087486438488,0.30429133817398024,10.592389685590355
4116885,0.40543935757216804,0.7290503777813092,0.3223879766965759,14.313157861513247
1551475,0.0019774702048175564,0.977069180250056,0.3919438949534458,9.646245095229748
7203541,0.0151937988084292,0.36674520451101134,0.8384159686686686,10.640876969730325
7117411,0.34872207484127177,0.3626129699606024,0.9218048361875403,11.534178086298647
1551472,0.016031760241805117,0.8896414046067082,0.2724814945579488,7.313047940288342
4333198,0.5327899013039827,0.10119276593093593,0.8665527768291947,5.998905835987658
7240787,0.003771906085977812,0.6042075488927781,0.898356800306413,10.749143170331482
4116365,0.29690951186128556,0.17162959683892373,0.9404270564148813,1.3554054495810701
8106545,0.10793693531946752,0.9135829011142385,0.5577408999965976,6.859338946638744
4063564,0.08672233396234243,0.9310783156912367,0.16519312769511882,10.564519192333538
7005395,0.0013692939608004665,0.9992865503511126,0.2327737807238954,0.058970527225733343
4308723,0.7528500042398903,0.38927679482525723,0.47785962990172837,1.1265246582678107e-17
4311642,0.091316780949605,0.8298059938828865,0.08980434114604491,20.395784913816705
4308893,0.4897835756454876,0.4136826451885029,0.8111314587639921,7.020010804537249
2015657,0.2639018473252778,0.3780770130619832,0.9545962488362087,8.498162232651767
4330777,0.04017575867913933,0.12400555540647636,0.9840996816282641,6.110685713625197
4086499,0.20603986287490383,0.7055648659601811,0.775674895233585,10.164076519430784
4067838,0.07261649791114878,0.9137666384092986,0.1836723370214632,10.713905406171834
7701575,0.4066745783408302,0.6074253020109602,0.7811975741715124,12.512045824237461
4120155,0.17098308009420773,0.02636604694104901,0.903119821282511,12.148990140888817
7103064,0.4375384647168427,0.46394809966763284,0.8648524413026619,5.563128075772953
7106671,0.20643214069750584,0.9277866879315608,0.4937354758080782,11.01852737008167
7055583,0.5529461460119918,0.6114764906539913,0.4086141221663913,7.601279418250966
4336511,0.8150795169224957,0.40864406289759153,0.4462342838560127,13.887922113082073
2021488,0.03387257071991789,0.8461188403525549,0.35622203366717015,10.434463460108377
4323738,0.2767270048701217,0.9366794256099343,0.02463260292016694,4.825537280817942
4116369,0.10421021306605685,0.9524595022356918,0.4716306345719096,6.127812936958256
1546349,0.19823643196451382,0.7675518460245002,0.45545440030831835,4.2574257755818154e-17
2013828,0.002962905996422171,0.03779843241262807,0.7591109266384037,94.45633800526024
2219397,0.1876149610092076,0.6198269243166988,0.8582940719037799,8.84111961828242
2239640,0.19855823210440643,0.426466393836612,0.7696560274448477,13.718501648281547
7701574,0.42035912807792386,0.9044996091129962,0.22758154391226598,10.977157393585893
2005276,0.0014367002581147075,0.5726302346374765,0.3000893592818774,5.3932039933107445
2241720,0.38426259379598693,0.010200404639011952,0.05450604421921034,24.868231558842197
2203969,0.0022066348449527456,0.4109283314184568,0.7885804284045893,10.823061078352849
7050352,0.0003802833604959133,0.9181393241220636,0.20775565208359398,7.9396463542004705
4022338,0.14525456742177448,0.943120339198274,0.4680617278489766,1.9891951455258412
4025259,0.3449974815412587,0.8471467635412555,0.574771690126184,7.62557780187251
4086594,0.10324146149790879,0.2962391768320779,0.013801344889711352,1.6951266048252716
4083629,0.08079823859538916,0.4705557289447119,0.763821835806975,12.000454323703366
4333379,0.003793143830721449,0.0074209194368245685,0.9770289365997494,9.473434380334878
2209973,0.003604786044790425,0.6885053452048151,0.8452603965942224,0.04719479196598166
4083625,0.09658281257858572,0.4579807471627154,0.7724370120733861,12.484950221402093
4116368,0.020396234127154907,0.9695453374571774,0.041132917457904844,10.902299498717746
4115597,0.3206464431840034,0.944078590644717,0.1297257357478288,6.270493101214289
4132329,0.48239374700473825,0.8747937295424766,0.19791056841690066,9.968808889185256
2200577,0.20155994247778253,0.4392809373481917,0.780216603854386,9.386735145975383
2013414,5.309048889093776e-05,0.9475205472362376,0.1270714473292566,0.09359366228759759
7017014,0.003963930980061403,0.18579354001976087,0.9978537873129945,10.988106686143743
1568082,0.7071309276854323,0.04669094904230615,0.044269877762875484,61.48691648995389
7108058,0.048941442512111084,0.18883594993695124,0.9933871864538142,10.973381290224717
4323744,0.0833923259884377,0.3508912828291073,0.19017596277093793,13.39237877890774
4322203,0.4309132330038131,0.04038393952483452,0.7353470116508483,28.51732518888314
4074166,0.12054457066864224,0.17552992548054902,0.9164234623368936,7.319546774595321
4346775,0.08222039822330804,0.03313983539371494,0.5199894308835227,13.077455432847529
4123222,0.0052290992440199606,0.9833575063798846,0.02034637666716879,7.896493824497644
4302042,0.08204938954122055,0.677622149724847,0.7345165612450255,11.6007383302348
7023552,0.5100121437024,0.4278366019141719,0.670124474901049,1.3270312174782842e-16
7104049,0.3079274446924809,0.42668881808024095,0.825647429672191,11.838297775287538
4346515,0.001177094400809546,0.8186584624971761,0.40085541466616886,11.663193625714058
4067794,0.10306161096788777,0.23422000911094049,0.6961256683982162,26.59872700464808
4336510,0.849939934123978,0.15360091073672683,0.48139175425886854,21.031427351076346
7027484,0.5050812910171497,0.5672316942443465,0.7259034078006226,3.7184754192385707
2010438,0.0034876737384331564,0.19762336796852983,0.9211830060279034,0.037659367736242934
4319661,0.0015165265631213976,0.9030590530383232,0.12276223582173768,11.316347571317976
4322117,0.12801278570591457,0.10514881357088546,0.9139718644968385,12.50092108467699
4067031,0.030376339470397806,0.2570710539768522,0.9881562829550102,11.159690153933175
2240396,0.026533759229828383,0.40793340878517226,0.07741873530542258,54.18860976210833
4127588,0.10720933216912093,0.619808353711051,0.8775815506477738,8.961981730019795
2208647,0.0008630908024024755,0.8628095244737812,0.3253803978829275,11.216362289753752
2234927,0.0013067873805121218,0.9993381094880357,0.21668226831376,10.598337759089107
7015694,0.0017629015017736583,0.9895441153218479,0.33523222701683636,6.511290492817605
4083630,0.08563508609263737,0.7343180338266229,0.5127729482777985,11.673641335217507
7103614,0.0419612491453359,0.5376089755798771,0.5602131291205246,11.729978181597563
7008885,0.003918611785387987,0.4886307406456824,0.9499441660084186,0.015677225875779383
7124558,0.0666838538781237,0.8134330785691887,0.6665235057655817,11.314720909122137
7240788,0.0024758367584607516,0.5565625159954682,0.7037548084470452,10.284710971930487
7030771,0.08500127749475468,0.03068130230443887,0.23567767343261598,9.816460969379312
1506605,0.15823793868283575,0.25125400980830265,0.8881417110387553,12.18515426253513
4071802,0.05886815372695325,0.2588892269516784,0.7898857966766504,13.031999674992127
4116363,0.08018154965124077,0.07138601397995006,0.9631278960724492,10.444622324609702
7157771,0.5232412757947112,0.28089374382400356,0.8662121373955147,12.013737532508777
4085021,0.10424800099609977,0.8655381498229975,0.27608942280819565,12.58899073368453
2236590,0.02618691348880924,0.8684792055014923,0.3041209484867417,12.03870060434129
1506811,0.034431651923084075,0.06673462043582483,0.985220438667287,4.595424677060551
7226004,0.003508198201188457,0.4876321990014613,0.7586275667226043,11.877999464269093
4126290,0.03574973606805085,0.9913830936441371,0.14104667784336392,10.3020635402107
7223136,0.0004485362241304877,0.9580120362782709,0.4095413659507972,13.212876337019592
1501669,0.0782187234879903,0.5158226774179825,0.6766156593734189,9.460055383194497
7240786,0.002729385399777277,0.9042256629908808,0.594162318715678,10.986203657008986
7037223,0.23185561932157767,0.3595676419355702,0.7972910372660074,10.566257382458398
7003904,0.12117264163031602,0.007329137892304688,0.25844019021265047,28.03971532168978
4317157,0.20028607629137915,0.34260077953503937,0.9573106852753003,7.734035717047244
4322648,0.03691544019851425,0.9810412010843496,0.3106242111118681,9.270023852580298
2019734,0.027378608393983674,0.32288662718244104,0.7053061916822523,13.424071117166424
7050226,0.01385975418810307,0.10916370948688331,0.9928800994524577,11.643697890634403
1552365,0.0014003425326246644,0.9984351650428254,0.24086619091328176,9.615617080221003
7126172,0.003699333301348106,0.07697639088236068,0.9612120750404995,8.22514725602239
7050351,0.00116980234074857,0.9973772139189769,0.18166518984568628,9.532186976472685
7032602,0.12303099994746786,0.9374217453907021,0.061738708641900175,10.857154808112684
2013228,0.003429055731269607,0.22621805786327082,0.9095206070909266,0.1323872706075703
2241451,0.04017904525323512,0.007645826096858786,0.9704501363951535,10.337904100805488
4028655,0.6473082965276747,0.7357403014495386,0.08194816676856376,5.957626372229189
7218168,0.3561157670276797,0.861671245864877,0.20126978400245493,1.4195957906438648
4336562,0.003998180712060266,0.29783368844483454,0.9932571760234463,6.709511827603613
4504095,0.0037545762784943473,0.036615552078949926,0.9706505611394584,12.764186342946074
4029666,0.10580346879948711,0.8926211675308046,0.14309618521113834,11.626477321594363
4322641,4.435299285853334e-05,0.9543788475634113,0.10284929524727836,9.954220026123005
2012937,0.003990177448723388,0.26032114829286734,0.9956876949810318,10.246622635404556
4321733,0.9999920050766816,0.00016010927265085715,0.048823040470116805,7.83797035956784
1506848,0.21665365979217366,0.8432743167494147,0.32611653501183074,3.180577958586573
7037226,0.08997610216239192,0.24951192597697053,0.7662358252286129,12.764621087844974
4318798,0.0033118963483582866,0.7797944220983397,0.758959995561455,5.388095733034782
4341724,0.19601451557055158,0.3439106324428011,0.822537827694057,7.188130212348739
4319729,0.2528268709402993,0.16056721758365117,0.965407482742366,7.64118215182998
4313888,0.03416463253902973,0.8287683223213496,0.216852434343506,9.314905247175467
7045058,0.003906510942431363,0.5011249481318996,0.9453344062995767,12.409239647828967
7023779,0.2230844204221636,0.943945780564516,0.034764941590754495,10.975602304705728
4025260,0.0037821818032154355,0.01823955846302702,0.9755021315064746,9.646561294700666
4350204,0.5102832804937509,0.7638562995743221,0.2610031371441333,4.46692938151407
1507281,0.0035436189273296056,0.16865482812477764,0.9321454925566186,9.698118628573008
4300609,0.47742489534464994,0.09989922971490105,0.8955740144839041,8.159451101419657
7115941,0.0006204701586626706,0.8920353153151899,0.26644609818800813,1.147899815619774e-06
2016069,0.002741805779767161,0.25586785582979754,0.7362146218396337,28.274046877013177
4067387,0.06632960654365382,0.989331020836799,0.25101050119070034,10.65397802757942
4326729,0.940444055394823,0.2502679018958684,0.13232682020841435,23.7562660153027
1551470,0.003704351749275686,0.507702185462584,0.892527111886087,9.667430151381081
4117019,0.002727363851963639,0.9050157105522708,0.5935476086641509,11.108427315908754
7056128,0.003919292301154522,0.3924198909475226,0.9616334346159063,11.96765557231715
7151398,0.18544664193066732,0.4411892451798111,0.7452314077227308,12.577570379270194
2210417,0.30748828778496873,0.19873242472897573,0.37687924678172396,50.45129187931723
4302163,0.0006605092273298229,0.9892285086822816,0.05157661462504084,8.77655988104657
4071801,0.06199527919555153,0.6930504120745441,0.10732467751299875,14.1730306907882
2241271,0.33326235613511795,0.8089464975902936,0.28259815876745203,9.897203617578395
4070568,0.5041648095790262,0.8249269013982845,0.05315545266677821,8.326659415279881
7042956,0.3314318619411964,0.6943582192911678,0.7124296725142774,11.091324791190468
2216087,0.02051030628427368,0.9293790735319775,0.35687758128021113,10.458519802238474
7056127,0.00024397202944251468,0.9311690758289389,0.17423646701290457,1.4523759172295332e-17
4322204,0.024703676694927186,0.9083844254980825,0.2842510934247394,8.556649309059331
4323085,0.35781036869708954,0.7338031375254217,0.4033990134815796,10.55356918936187
4331172,0.003932832250292971,0.4736537016784051,0.9553962183364282,7.43444510162084
4114247,0.0008172872102386112,0.9940161319397669,0.09134912625609617,10.612187890700303
4323733,0.003241410883798012,0.5032058544734817,0.9345195510486721,10.249813625697719
7048463,0.0034307423309071295,0.7518670080923867,0.7928873318756506,11.566490345559101
7223031,0.003979853312491492,0.21407807568463863,0.9985654682402482,7.55022755520409
4067839,0.030376339470397806,0.2570710539768522,0.9881562829550102,11.159690153933175
4340789,0.11266348054378193,0.7155812532460837,0.023912389742881675,12.592056582606565
2003488,0.1340768284927448,0.797278089917883,0.5195044766345517,12.96397482878318
4311643,0.35208301833914624,0.7654689171379473,0.3528347478165146,11.980354818651952
4107512,0.41795844860783654,0.8734439981532385,0.0523969005113049,3.5808595687139317
7156220,0.2909892260066788,0.808350318607313,0.353901755854694,3.6464217128158505
2226609,0.003959729722060713,0.4365866986792376,0.9667547676261595,10.424630668319917
7232121,0.0016747886044811016,0.9917636898366543,0.31229167205916636,8.1730939304122
4313953,0.0291204650532172,0.6655829001315329,0.5922546004584244,10.207097697158847
2234250,0.01873905781495211,0.02139802533479224,0.18973288381816283,37.98088750385261
4114249,0.0023001674820528925,0.6014907143823974,0.6639254737106344,10.896078649881861
7032603,0.17719623216726113,0.8396710019221711,0.6430378916005092,8.936830589305107
4502040,0.003950662501927677,0.44907096286647175,0.9629269009736432,9.845214742577385
4322640,0.003922388144837657,0.376926075644067,0.9643067437015838,23.203610707311007
4350255,0.0037771038164490494,0.016993554386021063,0.9699512179006653,15.881336692437676
4083055,0.10481531983278229,0.14140077148872263,0.9964770505124906,10.638619783177388
4322301,0.0008289712210053457,0.8671082518622807,0.31711471621108217,10.746219089475588
2202428,0.03655824743111754,0.17914164439517846,0.18582403682277404,17.39598246063537
7017683,0.04342408060578928,0.9954118550038107,0.14364636733059138,11.338963831965817
2015245,0.7047629629830757,0.5816766050675138,0.5427384264016637,1.4940805151230692
1507727,0.07892754395234945,0.5880279123708568,0.8868956779819169,8.42649141291949
4321837,0.0015668571812345372,0.7363201760939496,0.4913528695364918,21.729514752711374
4107359,0.002447292965576046,0.9405417026557172,0.517220843192649,0.04323129011272106
2207819,0.13703344663177636,0.8706306066830009,0.5823305727651718,10.46895296398062
1551476,0.35333966599443106,0.7516116974148528,0.4129924523688344,10.673933098004278
2013099,0.10663192364997909,0.6883999579455926,0.5482005600340988,12.233910091773312
2011222,0.009448044052484856,0.4271591924164175,0.7989484881442037,11.224849350686004
8101904,6.905106451536633e-05,0.9567037149308848,0.09673827191370603,9.90129076174992
7221710,0.22209078481376598,0.666118460935672,0.8360492144585602,11.433889794512417
7701724,0.42050853924626813,0.4113004399840679,0.2612018849323088,84.3123328449593
1556872,0.043877462298400054,0.08555061397398939,0.10989518542681241,1.0207827823194693
4350294,0.0039980120164310635,0.30694132497075116,0.9921238816909593,0.06624971042370438
7124557,0.015271770431403608,0.42786511870881067,0.9603959188240081,8.78424729114008
7036963,0.261067139728788,0.18872171500265603,0.20054561337758653,18.380899009187882
1503509,0.1288007028271383,0.18258734662351384,0.5948860840405609,16.516086214501538
4323736,0.14189889585459559,0.8085884649190446,0.5761250897501128,9.667136237787682
4331928,0.1702483781620001,0.5708103617629208,0.6726725177937657,8.287063455784898
4340790,0.07437270846506558,0.16597486187465157,0.7348436697430916,12.642090199739105
4338892,0.4735556374535521,0.24072366013321636,0.8036302908479074,10.294031887726096
4078248,0.38890560387453377,0.17101509543583268,0.7624542870042007,24.451772726702107
7106670,0.19791829063526342,0.0020571195362280113,0.12005110556621326,10.762665986277936
7209748,0.22399107618502262,0.7160252330064532,0.774874439150464,10.470080834399296
7121559,0.16767242774092145,0.4667034493200069,0.9210032509862189,9.462334936640675
1552204,0.0037550273196408036,0.615461536298131,0.8926663555487478,8.056794997736304
2229315,0.9999920050766816,0.0001601092726509575,0.04882304047011678,0.038716634874430916
4340468,0.0022763930593599027,0.7632564778224332,0.49445634269194,6.463266849996339
4336513,0.8160240296068838,0.5537337011352726,0.29618238257105517,9.740024489757419
7024657,0.27281371562716317,0.24846018992876073,0.1518793947328911,22.972593277736863
4331927,0.6657336357625254,0.6225991025095017,0.49513267239720327,4.805821110907038
4063567,0.06915876540116232,0.9889944755816564,0.14362178040248874,10.31986503312244
2241444,0.003907818309349831,0.49982386339397206,0.9458265156282251,11.059646691601115
4305491,0.003682047611637766,0.6531574528116285,0.8693735064356024,10.317547922894153
4318797,0.0027115965043931867,0.4879218580567424,0.7562105987114464,12.0051294340455
4318628,0.0034611304016733623,0.21024892697834352,0.9158632757721471,10.69472336079007
7057244,0.022711430802889343,0.9059843936267815,0.5438076371494129,9.684809067914928
4320458,0.13708540223378382,0.9696506996363787,0.31832256299722717,10.187602566724982
4504411,0.001768476221185868,0.9893259219842566,0.3366929219523201,0.07598514197606247
4078823,0.12515604008686101,0.9848444446907764,0.2838059475513869,11.292332180121258
