,train_mae,train_mare,train_r2,test_mae,test_mare,test_r2,total out of plane (exp),saddling non planarity,doming non planarity,ruffling non planarity,wavingx non planarity,wavingy non planarity,propellering non planarity
0,0.013024148913137983,0.4969655627321462,0.9538935227848353,0.054212590908369634,2.1159185130786775,0.14614235790675634,0.17900794109312304,0.17120970551897682,0.11875077277357192,0.1550144060568165,0.11713137288585422,0.15259143458197838,0.10629436708967908
