,sid,structure_type,total non planarity,doming (A),saddling (A),ruffling (A),wavingx (A),wavingy (A),propellering (A),doming2 (A),saddling2 (A),ruffling2 (A),wavingx2 (A),propellering2 (A),doming (%),saddling (%),ruffling (%),wavingx (%),wavingy (%),propellering (%),doming2 (%),saddling2 (%),ruffling2 (%),wavingx2 (%),propellering2 (%),wavingy2 (A),wavingy2 (%)
0,1503509,porphyrin,0.4247727466343152,0.015785790384738776,0.036024547160559355,-0.4318142238620941,0.08939295859266536,-0.03932294784166296,-0.0035492672645042276,-0.023462635976954964,-0.04402546060930691,0.049472071808865814,0.01991892070666536,0.004047374885283643,2.085815605380915,4.76001269577981,57.056683561930384,11.811713160971182,5.195838552183945,0.4689734797902586,3.100176238968486,5.81719321838662,6.53686745449364,2.6319363579332853,0.5347896741814687,,
1,1503510,porphyrin,1.4441699776225774,-0.01620248893166521,0.06386755140779612,-1.5009340823540536,-0.20493656950145855,0.20021312338258676,0.002098603283333251,-0.006154080464575551,0.029508732303145088,0.004649330221124195,0.02097854862093224,-0.04214197391144918,0.7746141640844275,3.0534018664985836,71.75717289189481,9.797678007633566,9.57185787083859,0.10033074763513815,0.2942163956957916,1.4107636241935488,0.22227677846149574,1.0029496685505728,2.014737984513469,,
2,1506605,porphyrin,0.4271137259589855,0.06111990017523543,-0.18018113986567155,-0.3095705311024834,-0.11868854382470019,-0.1265982126203315,-0.015904191347938162,-0.027419553375537514,-0.00261685388020196,0.029316908922810674,-0.15696208014686566,-0.030013915292171095,5.774789488241434,17.024048623973915,29.249142157537122,11.214045724689722,11.961374697504214,1.5026751802887726,2.590680746391109,0.24724811781968656,2.769948527235573,14.830242979550775,2.8358037567676844,,
3,1506810,porphyrin,1.950397907446785,0.017358922526569717,-1.8715759378718078,0.5323283194454695,-0.03145056829766329,-0.1634409626062885,-0.009640443915299607,0.032474794239796205,-0.3219335906525823,-0.006532410256640419,0.01019375372121283,-0.019856502222856846,0.5754110945431924,62.03873295034107,17.64554340741015,1.0425189639774255,5.417717778423759,0.3195600635174323,1.0764698598075193,10.67140886677074,0.21653540592887344,0.3379010982535856,0.6582005110262569,,
4,1506811,porphyrin,2.3660338895584956,0.110206602153317,-2.3487753360603585,-0.20444138982911325,-0.09297264350322096,0.01745384611311852,0.06431182147299086,-0.0444360544225452,-0.3902406856148753,0.01647196683839425,0.03268880970829946,-0.017039317703012025,3.3005490362159002,70.34286531161659,6.122762329832067,2.784413664093395,0.5227207249051377,1.926058114782194,1.3308039058634071,11.687217404693774,0.49331467635132137,0.9789887109274735,0.5103061207187412,,
5,1506812,porphyrin,2.3807678073659972,-0.06764167861415367,2.2637035252473665,0.7461615019418114,0.12578508735968424,-0.04314128379771248,0.046638290511987694,0.012695836320069228,0.384914745312794,-0.028866901282127613,0.014605182648509294,-0.012081566477819569,1.8055906207001025,60.426085469398025,19.91763417225025,3.3576395295587176,1.1515902471085588,1.2449374651727096,0.3388958324381986,10.274707371920908,0.7705575507817034,0.3898628973149444,0.32249884335589574,,
6,1506848,porphyrin,0.789162618948314,-0.43461932063479286,-0.7622951328892921,0.10966156573699481,0.04235942009043909,-0.01553369471776112,0.004228733403638479,0.28865381010461844,-0.08354878279869618,-0.07711076409545713,-0.05782561842769705,0.009892483887615725,23.047810439227685,40.424419457278496,5.8153396767627035,2.246314966242431,0.8237499675644426,0.22424922514428935,15.307276924861785,4.430581929860032,4.089174570289055,3.0664856088452064,0.5245972339238643,,
7,1507269,corrole,0.3563508456298866,-0.2661418406300576,0.24709323746818967,-0.05806903078009146,-0.05092675376282273,0.04190488251403293,-0.022829400302525994,0.06846094989822682,0.04385309963920603,-0.026110823732298435,-0.009250163200196958,-0.0007806508359081882,28.992295777722244,26.917226575097374,6.325779185702118,5.547731632860115,4.56492953344493,2.4869322479770366,7.457828141469054,4.777159549584162,2.8443957660119605,1.007671198400902,0.08504059294170295,-0.08255352383969507,8.993009798788384
8,1507281,porphyrin,0.04893925937617246,0.016829651362830444,2.6246832233186414e-05,2.014202813157087e-05,-0.011781064272570686,0.024477873177166314,2.428490197360977e-05,-0.0171522814348208,1.7604175843559816e-05,0.0053034782323778396,-0.009063098153785023,0.01675922763630748,16.588299532505875,0.025870429842956746,0.019853173938979566,11.6121135697869,24.12683919753145,0.023936635368781087,16.90630280880606,0.017351716658898245,5.227421744285764,8.933125447834724,16.51888574343962,,
9,1507727,porphyrin,2.0680283171317013,-0.2651737746258054,-0.835765082799817,1.9975106654503878,-0.13640265766859375,-0.06534061440431564,-0.044962216549631825,0.19724581501208438,-0.03402911060236591,-0.1337612870969341,0.018737594502268674,-0.055326414961593,7.007290952951176,22.085325412589757,52.78477645153924,3.6044782723646396,1.726643959500645,1.1881391125403031,5.212275674666794,0.8992287385787683,3.534679318315355,0.49514616074344453,1.4620159462098834,,
