sid,structure,non-planarity (exp.),non-planarity (sim.),Doming,Saddling,Ruffling,WavingX,WavingY,Propellering,Doming2,Saddling2,Ruffling2,WavingX2,WavingY2,Propellering2,Doming (%),Saddling (%),Ruffling (%),WavingX (%),WavingY (%),Propellering (%),Doming2 (%),Saddling2 (%),Ruffling2 (%),WavingX2 (%),WavingY2 (%),Propellering2 (%)
4103377,Corrole,0.28878801799559334,0.2881237971535886,0.14485775227285627,0.021250793930999563,0.1615270048118395,0.07986881211594206,-0.02443455823979163,-0.012289792625570608,0.0647244914764185,-0.008060424678062414,-0.017499139210019655,0.06351066595223481,-0.008364954793206465,0.008705731475929585,23.550501815898063,3.4548849005926425,26.26053463105274,12.98481148062499,3.9724909379579536,1.9980344786817827,10.522697129645422,1.3104376054383151,2.844953088640762,10.325357327232737,1.3599471202358846,1.4153494839987135
7112064,Corrole,0.7880970414157437,0.7878649106294502,0.6650310989420979,-0.31847990262505493,-0.11254059512170465,0.07218614018752818,-0.05256596402904907,0.013330387636527706,0.027422413894000342,-0.04617908290915972,-0.030451228595652188,0.0011125962529040935,0.042928002498129766,-0.012149804103007197,47.6937725984057,22.840297359213064,8.071029400523054,5.176944898272135,3.7698524757798175,0.9560101438812658,1.9666424238510478,3.31180704567945,2.1838587312584528,0.07979162593186671,3.0786505961999433,0.8713427010042043
7227530,Corrole,0.3845828778239395,0.38438647025063494,-0.0303191416832181,-0.31750978184226886,0.13021978651254879,-0.13091713654573262,0.0013713327078987364,-0.003903645527718684,0.08746110700168658,-0.02090489923915577,-0.03251314992541645,-0.05959366577483726,-0.01282068887553597,-0.002636424583418638,3.6521572592130243,38.24632196854807,15.685903762513654,15.769904556880284,0.1651868234357298,0.4702219970608029,10.535315286046481,2.518144487964144,3.9164412291300583,7.1784828652704,1.5443435844629263,0.31757617947442046
1507269,Corrole,0.3563508456298866,0.35569977594771396,-0.2661418406300576,0.24709323746818967,-0.05806903078009146,-0.05092675376282273,0.04190488251403293,-0.022829400302525994,0.06846094989822682,0.04385309963920603,-0.026110823732298435,-0.009250163200196958,-0.08255352383969507,-0.0007806508359081882,28.992295777722244,26.917226575097374,6.325779185702118,5.547731632860115,4.56492953344493,2.4869322479770366,7.457828141469054,4.777159549584162,2.8443957660119605,1.007671198400902,8.993009798788384,0.08504059294170295
7108513,Corrole,0.9278701288518001,0.9275137132506469,-0.8556952512429987,0.10834905311727491,0.27866972682895935,-0.07984608548891424,0.06576344572745042,-0.013456717006808418,-0.006835339555860931,0.04013147212015235,0.03423078940642689,0.0649876230664622,-0.00013146767014450488,0.0015953200310615024,55.21710703909321,6.991649486041148,17.982261923877203,5.1523832143389345,4.243645406138904,0.868347676676213,0.4410772121923809,2.5896413337294044,2.2088765362922147,4.1935823926385805,0.008483469323926225,0.10294430965787507
4339998,Corrole,0.7664228898223413,0.7663179288695243,0.746861090327053,0.054562301257249236,0.07829973176844894,-0.03444641376337339,0.030044829032444976,-0.00916106807814358,-0.0071192785188710795,0.022004546953509178,0.03624065227497862,0.08483745576152583,-0.026778674404649403,0.009329088086589502,65.53223083452899,4.787489088884529,6.870295109743566,3.022450047805516,2.6362394520726102,0.8038244805668572,0.6246706506957845,1.930756694976753,3.179882874120283,7.443938111629151,2.3496555052288453,0.8185671497471141
4107919,Corrole,0.19707735212675273,0.1966537192470555,0.05322920731823433,-0.1333643938605431,0.08725098141711526,0.01859309401359581,0.021705625851492435,0.012678826699279864,-0.06894714194241287,-0.04485965891330883,0.03310125158264393,-0.01177499972519068,0.0993448984756082,0.004788730184772745,9.027426013504916,22.617980974508303,14.797360679066143,3.1533022756921465,3.6811732002637565,2.1502700440664086,11.693114627963617,7.607989527438167,5.6138183277879925,1.9969851925971833,16.848432768234943,0.8121463688764107
4515971,Corrole,1.8935115997187013,1.8930379293735078,-0.050036862174809946,1.8708145084927994,-0.0791961551684327,-0.004327700412595622,-0.010684328708539562,0.017234467838324434,0.06874239542277077,0.44819119132082946,-0.04589350116215776,0.03064244925515148,0.0971910077187907,0.029167977037189645,1.8181189740604016,67.97715138401686,2.8776391269564288,0.1572495534732043,0.3882214012986882,0.6262245796952879,2.497795585259982,16.285291953366393,1.667567501684553,1.113411512653182,3.5314927347810956,1.0598356927539294
7214135,Corrole,0.2412832957503934,0.24094564719692457,0.015459372120629164,0.09491035412174384,0.1977648530836473,-0.06369483580842611,0.03882207795960779,-0.025146393837352406,-0.010054311613725877,-0.015901345809283648,-0.013047636610550584,-0.06678646678349533,0.021941309592487745,-0.01132322034995727,2.6892778214265602,16.51039307235195,34.40273182543004,11.080211275232267,6.75340191204461,4.374410468159243,1.7490255762990243,2.766162576465643,2.2697377024752585,11.618024489663815,3.8168611764893403,1.9697621039622586
4114907,Corrole,0.37324245317662175,0.37206811114598387,0.30292752461025657,-0.11439587339698208,-0.06117796787041338,-0.014500731481337105,-0.009011250112522119,-0.0027106375920309873,0.044814321992870235,0.0362551408027427,-0.03794522120645808,-0.040425162394339915,-0.06508298789359447,-0.009879722795853915,40.98452799832279,15.47717026428459,8.277062773649837,1.9618740032212285,1.2191755536632658,0.3667352526873645,6.063146083558152,4.9051331179789175,5.1337922591864,5.469315481051779,8.805391794526988,1.3366754178686904
