sid,metal,n_electrons,solvent,coordination,metal_nitrogen_bond_length,metal_axial_bond_length,expected_metal_axial_bl,expected_metal_nitrogen_bl,nitrogen_non_planarity,metal_non_planarity,metas_non_planarity,betas_non_planarity
4348563,Fe,882,[],6,1.9938121548078382,1.993294619594707,3.65,3.65,0.1275220521741036,0.0021337148656776473,0.10785881609520837,0.8951325957936879
4022185,Zn,622,"['O1CCCC1', 'ClCCl']",4,2.053331090801141,,,3.7,0.1369390744502844,0.2879569146232998,0.02812449485051515,1.3100834418174196
4075886,Ru,526,[],6,2.052095821128531,1.9859254737194671,3.7,3.65,0.0016472845575719898,0.0868732795008346,0.12594851151499867,0.13002111816163728
1513466,Zn,624,['c1(ccccc1)C'],4,2.0511182801874597,,,3.7,0.0027419663673880277,0.22376758897750354,0.1354742529089077,0.07516948016247352
1551471,Zn,316,[],4,2.0550785754288867,,,3.7,0.05111641036771608,1.2854808734636486e-16,0.045535264310265694,0.6021748998012595
7220454,Zn,518,"['C(C)(C)O', 'C1OCCOC1']",4,2.086231275807946,,,3.7,0.04362596373787857,0.418263165283207,0.3529370132733405,0.6795469394284677
2005277,Zn,382,[],4,2.036565813786871,,,3.7,1.0431346054136104e-16,1.4417978613660337e-17,0.04342722045039925,0.121215734078291
4322642,Zn,398,['c1cccc(c1)OC'],4,2.055400177559458,,,3.7,1.949937446098606e-16,6.379167534593246e-17,0.09281040352151469,0.07825401517534125
4063565,Ir,496,['OC'],5,2.0292536309581606,2.0334368966852647,3.7,3.6,0.0038062106043077553,0.06290340900151985,0.06156553435042573,0.09157215977177982
1556870,Os,576,[],6,2.064893458866578,2.060476957958278,3.7,3.6,1.0356742929485634e-16,8.92468575171944e-18,0.01669023373280279,0.09440634522491126
4309869,Zn,926,['O1CCCC1'],4,2.0525383793758802,,,3.7,1.5257255601264345e-16,1.0806559771942318e-16,0.05193645886347158,0.05895985647357123
2208603,Zn,454,['c1c(cccc1)N(=O)=O'],5,2.0780493778282945,2.128761269034647,3.7,3.7,0.0008847017364785365,0.37199363633626836,0.09333184037350403,0.18518444356362856
7224315,Zn,382,[],4,2.0588672284514846,,,3.7,0.026594660702139034,0.22616059109957534,0.019281277539824258,0.0950166482051445
7247163,Sn,784,[],4,2.0852763059190664,,,3.85,3.0294011254016404e-16,7.270562700963939e-17,0.17215619931499687,0.20724223551026033
1516044,Zn,714,"['c1c(cccc1)C', 'OC(C)C']",4,2.0678359047801433,,,3.7,0.018170446788042423,0.2735753280630278,0.045457176180991696,0.24389934493889098
4109436,Zn,600,"['CO', 'C(CCl)Cl']",4,2.0591181817900113,,,3.7,0.02916071651965152,0.28163788680116775,0.09456235914175651,0.06921642007990578
7701576,Pt,450,['ClC(Cl)Cl'],4,2.0190677629704146,,,3.65,0.018774666082642024,0.010905732100048096,0.025069636887020845,0.07696354623609142
7037225,Ir,504,[],5,2.007716816229579,2.178562588707747,3.7,3.6,0.009969034256390676,0.13501988506446302,0.05966278203447837,0.09648985794440806
2018539,Ni,348,[],4,1.9257654289113197,,,3.6,0.007575,8.673617379884032e-19,0.512344,0.198969
7101480,Ni,316,[],4,1.963184811084094,,,3.6,0.05094910373177374,0.000484703059955499,0.21217666825176978,0.3123817655722678
4126289,Fe,418,['c1ccccc1'],5,1.9802429648964843,1.7294459958475141,3.75,3.65,0.060842786358910106,0.20483305409601546,0.08322709376455409,0.448561034636733
7112121,Rh,426,['C(Cl)Cl'],6,2.035919670226092,2.1938962092420695,3.7,3.6,0.01811552468867612,0.007628473138726484,0.04593717476871109,0.1855215579356532
4038858,Zn,688,['C(Cl)(Cl)Cl'],4,2.0618549821854795,,,3.7,0.031205350828154378,0.30875648495781505,0.0887260530472686,0.2909244659789131
7042957,Ni,436,['O=C(OCC)C'],4,1.9125237145677234,,,3.6,0.024647813026267455,0.00959602857500477,0.30300651167343207,0.12598571978277848
2227441,Ni,604,[],4,1.94856659672512,,,3.6,9.200581171081977e-17,8.248796912004531e-17,0.08122637462425708,0.04120980502865551
4315229,Cu,446,[],4,1.998432857478776,,,3.6,0.00324263016236897,0.006321958759004037,0.029532996886405212,0.08449491460518223
4336512,Pd,548,[],4,2.0119453347556826,,,3.65,0.010523079647486569,0.022545410880086193,0.34796828194729423,0.1807264271629464
7218833,Zn,510,[],4,2.037223560198617,,,3.7,2.6188333122208553e-16,8.131010628417629e-17,0.005368370283921647,0.03360383657976371
7224159,Zn,542,[],4,2.0499931913048464,,,3.7,0.015938203299957085,0.1375567535920325,0.08072763877225615,0.1582289252376069
7057245,Zn,520,[],5,2.096432699813752,2.1555312367977875,3.7,3.7,0.050611276177155946,0.3335143469216422,0.0894124014811397,0.8270210359848797
7112120,Rh,434,[],6,2.022218991291674,2.2397855231738544,3.75,3.6,0.011884168465796598,0.0815912384982585,0.40437347643546373,0.28131714142154607
4314193,Fe,416,['C(Cl)(Cl)Cl'],6,2.008509241077803,2.0184053125743064,3.65,3.65,0.0030883465930299945,0.07622004454000798,0.06323583510774217,0.14216761670524802
7025050,Fe,510,[],6,1.9858307628204652,2.014359821737156,3.65,3.65,0.16529309363017816,0.0006410820128408379,0.27528978865464265,0.9042301255526184
4129874,Ni,508,"['OC', '[CH2]']",4,1.9723868942665579,,,3.6,0.027112618012954892,0.002041582512702328,0.06017811705755029,0.1687907525635104
4117088,Zn,720,['ClCCl'],5,2.0772581511909514,2.120030102618592,3.7,3.7,0.020662679626265355,0.36260018151696816,0.10628701571871846,0.3749701306159311
2001288,Ni,780,['C(Cl)Cl'],4,1.9027408892170805,,,3.6,0.1919281190210516,0.0012733436580677799,0.1860161121161007,1.1746866382181702
4345735,Fe,754,['C(C)OCC'],6,1.9974049583149005,1.9089433607151909,3.65,3.65,0.016633641093841984,0.09207691152999409,0.3065554977704594,0.1280377113858607
7710183,Zn,430,[],4,2.065756656558179,,,3.7,1.79311174278264e-16,1.0755061344300277e-17,0.10684023865555659,0.3054101384341368
2208334,Zn,414,[],5,2.0684462145892413,2.1831096888709007,3.7,3.7,0.035159784047869236,0.3018693804254031,0.09532578234485896,0.3106043594381354
4116362,Ru,390,['ClCCl'],6,2.059441578736783,2.011182224517414,3.7,3.65,0.0010044804194876064,0.07903582602928168,0.04148787333135103,0.047771513507239044
4105082,Zn,812,['O1CCOCC1'],4,2.041781954685815,,,3.7,0.004825472703372313,0.013670046500565438,0.1393776677747522,0.14996841206313422
4086593,Co,418,[],5,1.946036267517628,1.925601346802084,3.7,3.6,0.2661743999022234,0.15788898924336334,0.5293090839179456,0.6676206946224944
4322303,Fe,478,[],6,1.9888922482169678,2.027765433911181,3.65,3.65,1.7470767148792403e-16,2.4958238783989147e-17,0.046998330829266265,0.030996272927966875
4322639,Co,330,[],5,1.9844537108151608,1.8444383406788094,3.6,3.6,0.008694761109507346,0.16634419176536927,0.03707470573232579,0.07366802565278065
7108943,Ni,386,['O1CCCC1'],4,1.9750680156746172,,,3.6,0.005179159868598444,0.013573482536668268,0.09382037639414492,0.0720420500217595
4107513,Fe,390,['c1([nH]ccn1)C'],5,2.080105622654906,2.1204723145587163,3.65,3.65,0.013509171719261416,0.35551221320908266,0.13273482956209287,0.23962028806716043
2013262,Fe,458,[],6,1.9938035453052496,2.107505694003459,3.65,3.65,4.043162716473577e-16,3.306639834637411e-17,0.13598451506804374,0.1306721842437096
7111790,Os,610,[],6,2.0400751422222836,2.655526,4.1,3.6,0.0,0.0,0.0,0.0
7208118,Fe,454,[],6,2.0020506959012034,1.9329341042855028,3.65,3.65,2.663373335583924e-16,3.064621775098951e-17,0.12955582523402429,0.09953549238914527
4331566,Mn,362,['ClC(Cl)Cl'],5,2.0182705482020133,2.388504804900756,3.8499999999999996,3.65,0.03909727613840234,0.2574405743624035,0.1452692982312721,0.3940857018950545
4335943,Pd,366,[],4,2.011502643419399,,,3.65,0.030213987967180892,0.0002094025186759467,0.3954851726695937,0.14830205432213614
1503510,Ni,308,[],4,1.9260212575820828,,,3.6,0.005510941482640835,7.319323000205835e-05,0.49853386244401904,0.19873471585477065
4322782,Si,416,[],6,1.97030730504268,1.9466976650285939,3.8,3.7,0.0026267445418781147,0.00031386949902549653,0.4810789488749843,0.20665018401943083
7223226,Ni,386,[],4,1.9437953086864965,,,3.6,0.1143663637732053,0.013029128751054582,0.2090292118308789,0.38418412986554035
4350205,Fe,358,['c1ccccc1C'],5,2.0773702209629388,2.1346393294088344,3.65,3.65,0.010972063759144689,0.3445922047584129,0.09247134221458618,0.2058644585544295
4313887,Zn,430,['CO'],4,2.0227465135745253,2.036365365931664,3.7,3.7,0.340889696078493,0.14555132484564995,0.5061478912549037,0.9701374799669987
4304892,Fe,662,['c1(C)ccccc1'],6,1.9879159947695801,1.9923074301998822,3.65,3.65,0.040657900206173464,0.007675526276212727,0.14347228730884581,0.16626152754070786
4067835,Rh,484,[],5,2.023858761294923,1.9617416033053385,3.7,3.6,0.013449077848892847,0.08550833333040388,0.05693487321555529,0.0819268385649936
4127591,Ru,594,[],5,2.0282670122501334,1.9221910522078705,3.75,3.65,0.01634761637899855,0.12753778530705231,0.16461507734402803,0.06404925627746999
4074296,Rh,516,[],6,2.029058198783069,2.0706980993539967,3.6500000000000004,3.6,0.008869464993989305,0.00712272613640964,0.09111162026601682,0.08229612744871483
7121561,Ni,340,[],4,1.9482986661222377,,,3.6,0.003557246262367189,0.002354712357478197,0.3292623241980961,0.15682430948114265
2229724,Zn,398,[],4,2.0468971122054924,,,3.7,1.7407536117043355e-16,1.853160602722855e-17,0.07310906437124148,0.1214446041774847
1507880,Mn,450,['c1(ccccc1)C'],5,1.9921993797733282,2.1988644978688434,3.55,3.65,0.006311335444743014,0.08682492531556497,0.18937238484073038,0.16571967223721906
4078822,Rh,454,['ClCCl'],5,2.0204871177047408,2.1392903232317484,3.7,3.6,0.07307311678124975,0.060350627250363977,0.13792329601469833,0.43008796937795407
2006429,Ni,480,['[O][C]'],6,2.0540972552009107,2.2398393193490467,3.6,3.6,2.3369091063818973e-17,7.554179054660442e-18,0.07193940099361626,0.12850923453852167
4320457,Hg,448,[],4,2.2036048354329854,,,3.65,0.06003730630063182,0.563390388197992,0.07201898450936395,0.3597239578388054
2203577,Zn,392,['O=S(C)C'],5,2.068269307282211,2.1192981775403856,3.6500000000000004,3.7,0.02892352288037662,0.31661786354267696,0.02842695775312117,0.06815445429370856
1560499,Ni,448,['ClC(Cl)Cl'],4,1.916977674523347,,,3.6,0.02187834981865831,0.005312504185321967,0.5735535625914174,0.2199224581375792
1506812,Ni,476,['ClCCl'],6,2.051134752952284,2.1627065611375675,3.6,3.6,0.05139139026055053,0.004964090359359786,0.24583513385733669,0.7550523536768061
4317821,Ho,454,[],5,2.356664565354114,2.603388232713669,4.13,3.93,0.04309780317889244,1.1544481655016545,0.160393644002613,0.31588676061450605
7013355,Zn,318,['c1cc([C](C#N)C#N)ccc1[C](C#N)C#N'],4,2.0358674705282174,,,3.7,0.01663553523389493,0.09097584412710907,0.03151212310672156,0.11562982164558135
1506810,Ni,476,['c1([nH]ccn1)C'],6,2.067030040014262,2.146954737777743,3.6,3.6,0.04340840261521172,0.016380821414083525,0.16915286570550914,0.6252336674069335
4309131,Co,378,[],5,1.9674569903005188,1.9264504331160457,3.7,3.6,0.02023326898123666,0.1229544474555184,0.04949617165457437,0.1420200639124033
7100291,Zn,386,['CCCCCC'],4,2.0352140119305746,,,3.7,0.0025107453846308276,0.23709642006432977,0.12352344690755945,0.1940890884238774
1516045,Zn,720,['O1[C][C][C][C]1'],4,2.058719092665227,,,3.7,0.01584020848749105,0.20066327405596515,0.07334361477477393,0.2851638860916358
7040691,Zn,392,[],4,2.063067970559451,,,3.7,1.372653490216924,2.728173923380563e-14,2.210835561284387,2.8183780535284755
4066807,Ni,620,['c1c(cccc1)Cl'],4,1.9094570758644542,,,3.6,0.11995130531481746,0.007962561693861843,0.6738246995258392,0.48838885572563123
7101481,Ni,316,[],4,1.9383591321647642,,,3.6,0.015597113324911847,0.014749315935877428,0.4155805010495834,0.16271743187140647
4083904,Rh,390,[],5,2.028177882328288,2.047870247394107,3.7,3.6,0.010792198744527179,0.0772533742409828,0.05344450495886952,0.15642903968733435
4332606,Ru,688,[],6,2.0511826676880496,2.3575027576560754,4.0,3.65,1.268320218063319e-16,6.341601090316594e-17,0.1274696893734202,0.0730907073049806
7045053,Ni,520,"['CCOCC', 'c1cccnc1']",6,2.0489389221956076,2.212243122319516,3.6,3.6,2.090916451326294e-16,2.987023501894706e-17,0.08324701290044863,0.15014003688019079
4322359,Rh,518,[],5,2.0322931601635603,2.0107195677055514,3.7,3.6,0.0009971156783585523,0.03346110231996081,0.2868494157492007,0.12268482181152869
4069330,Zn,558,['CO'],4,2.070902205012975,,,3.7,0.001525774574718254,0.21592407025012844,0.057936881954411754,0.1751278183962688
4115599,Ru,396,[],6,2.0613972751192953,1.955672695809598,3.7,3.65,0.02366694414301775,0.08033386700202663,0.058010184980599774,0.07056298472178277
4308791,Ru,380,[],6,2.13792399678403,1.738375,3.5999999999999996,3.65,0.0,0.0,0.0,0.0
4346514,Ru,604,[],6,2.0508578864019413,1.9696914732985469,3.75,3.65,1.3415757269055854e-16,4.766234436124198e-32,0.04201237275445692,0.10030061262045373
7022268,Zn,568,['OC'],4,2.0585569746540986,,,3.7,0.008840339253876055,0.2774119827056197,0.07399373689813073,0.08997958208773094
4322645,Zn,398,['COc1ccccc1'],4,2.035856384047436,,,3.7,2.245240249820733e-16,6.2298305746682e-17,0.1124981892671032,0.18002851100610567
