sid,wavingy,doming,wavingx2,ruffling,wavingx,total_displacement
4327183,0.31655109239692947,0.18431019978235838,0.01423717041669733,0.007532185203923733,0.060202988888451124,4.601217358799732
1520554,0.30287832417676375,0.28847786196067926,0.06166779137521049,0.21461868030903583,0.11156107075176719,12.291599764190536
1567159,0.008085864394538645,0.2682762069235461,0.032709646266149806,0.03396147284809042,0.046035900749752154,11.59267020867282
1507269,0.4537394595389406,0.540708923777673,0.12494271210265553,0.04589021606802029,0.0666062628655193,31.895834286877456
4103382,0.5809607533669631,0.0965991182248068,0.007884622735514853,0.018885666935144516,0.04575147552586565,9.152409268489098
4515932,0.21780401766795326,0.06750462047689008,0.02569679753960598,0.003109682975226041,0.06973806270045087,7.370471062983816
7214135,0.5923120836009212,0.27159834942401395,0.013880094477825431,0.0204296412082731,0.05949643740540402,9.723890618567857
4114907,0.7422875742491576,0.03385555936265523,0.01575169593577425,0.005542334786156978,0.027076346937779966,3.5866046375529983
4513497,0.6148528438988269,0.33605438421440287,0.010479389399726384,0.0003133445748500824,0.027950447074826957,7.579961994592283
7710982,0.06385065728223832,0.10234245012476481,0.026353623009529068,0.01845137510099955,0.053191963880649853,9.70828193763063
4321107,0.8667615176964772,0.1085252660906446,0.01484035254074133,0.04914679260743106,0.0031320422098430395,10.632135478949484
7124121,0.67035972580659,0.13641243287547697,0.012520569307274586,0.006285058277808187,0.03047804338100521,8.382697388996965
4103378,0.2124363503160019,0.5399354319473787,0.18380062958468976,0.06658425997944033,0.07057322971918634,40.86149436719002
4084537,0.13220445150933346,0.3447723471812588,0.060326315511338185,0.04808874374306601,0.12991691773577865,9.010404648577156
7243790,0.3324009451010263,0.14476145980710178,0.017803874449346137,0.005759276485739848,0.05711352652116574,4.838873214175829
4107919,0.35917439859433237,0.16293108263707853,0.0326894558531874,0.0703204847506558,0.08638596841934675,11.512362589695579
7031337,0.5260271403573813,0.4617082745636501,0.051811442999821475,0.024032900356840695,0.08315034112886105,21.025361961469795
7100412,0.6876259983585989,0.2952646260873222,0.05533885237410759,0.08871358170738719,0.12503085461286528,12.017671624906756
7060416,0.4210116422552301,0.02560534117793113,0.006743107498258044,0.016783981782198233,0.039184158745685635,8.629884301029751
4103379,0.4367104709034895,0.3838699435250996,0.040477182262709806,0.006148625412821231,0.007827072163152073,15.203569703935058
4515971,0.7687921000581781,0.06581584050095998,0.00861781465623239,0.007541952465385748,0.03119913133852969,7.024566421082147
4331976,0.008687714459663376,0.24806408905899763,0.03229449378084837,0.003468204870520584,0.06740553584689976,9.200837250503202
4513498,0.21982309660349572,0.32605536619821823,0.012430854816072945,0.006751360289720263,0.05945690477426267,9.628663445772801
4339319,0.034275403375230544,0.2664990889582901,0.015553490119141285,0.0006071727874085972,0.0978873715978251,9.737689529456285
7227530,0.8950943398092532,0.11870352875752409,0.01665325605298237,0.02550378079004429,0.04508773148766688,10.012865406807697
7108513,0.2703576062029929,0.6690754015186683,0.11828568793356128,0.20014896619424535,0.11637318725360554,11.060109024799477
7109049,0.3505459119765281,0.9877034600197585,0.20075937805655944,0.08943280670948812,0.05386857232095126,29.60743342169434
4338050,0.34716264837013083,0.39342243242031083,0.0016473239646763328,0.021290033602810742,0.05283720445758986,6.7862920738552885
7120023,0.39576425224993766,0.32982974012379584,0.030261647795848782,0.017836713507307634,0.022890383863550235,4.291252311056156
7112064,0.7140393422237749,0.3605557646970377,0.013263322167626105,0.026447857906268416,0.034033310053876,8.965378664891492
7060415,0.42455506060266945,0.30243905255633174,0.04440451658413426,0.06235556236986354,0.0299825344060289,13.04746639723554
4349427,0.5769580037539012,0.26598203819418714,0.005458707877421769,0.013733368815447039,0.04441064901462991,7.082842332339806
7049490,0.6690551607155708,0.11360402354394296,0.017782831389905277,0.1056248316349798,0.00717489443525458,11.871070242495403
4324827,0.8403395210614997,0.29039561550907017,0.01863510979982751,0.042128278922519795,0.032507132258514065,9.675243689068632
4111293,0.07753597575568127,0.6339670996765074,0.00579321642229399,0.029300281326206188,0.06727459741719545,2.4241465548008474
7031338,0.7320177063165186,0.027382079889031737,0.054478546209807965,0.04725254778929951,0.07548824968623592,8.550518526712425
4302942,0.3238045324830281,0.39611737719472817,0.009512641912050528,0.008880250396282523,0.05526634716220721,8.61818658045823
7041455,0.7674536163096048,0.2580278572384397,0.04498469539807936,0.043206764921950226,0.006584604573429974,10.430823073152425
4327184,0.31590568716263967,0.16714261235050648,0.01500689180294938,0.00790303657396003,0.059312635133352776,4.7439745545557415
7049489,0.708847986097475,0.07389305335465346,0.020074747662302352,0.0828052777888993,0.02008105711580803,10.604501609636383
4339998,0.8752300335845048,0.48524586622718,0.14508162200550212,0.007777238232150283,0.01566237926011047,12.065198780570173
7243791,0.4393408924164586,0.1256356403466761,0.05543867164020563,0.033148512982717065,0.07269533997692833,9.151018101528171
